9;40;1;26
3;44;7;23
3;44;8;23
3;44;9;23
4;44;7;23
4;44;8;23
4;44;9;23
5;44;7;23
5;44;8;23
5;44;9;23
2;43;7;23
2;43;8;23
2;43;9;23
3;43;6;23
3;43;7;23
3;43;8;23
3;43;9;23
3;43;10;23
4;43;6;23
4;43;7;23
4;43;8;23
4;43;9;23
4;43;10;23
5;43;6;23
5;43;7;23
5;43;8;23
5;43;9;23
5;43;10;23
6;43;7;23
6;43;8;23
6;43;9;23
3;42;7;23
3;42;8;23
3;42;9;23
4;42;7;23
4;42;8;23
4;42;9;23
5;42;7;23
5;42;8;23
5;42;9;23
4;39;8;11
4;40;8;11
4;41;8;11
4;42;8;11
4;43;8;11
11;42;12;23
11;42;13;23
11;42;14;23
12;42;12;23
12;42;13;23
12;42;14;23
13;42;12;23
13;42;13;23
13;42;14;23
10;41;12;23
10;41;13;23
10;41;14;23
11;41;11;23
11;41;12;23
11;41;13;23
11;41;14;23
11;41;15;23
12;41;11;23
12;41;12;23
12;41;13;23
12;41;14;23
12;41;15;23
13;41;11;23
13;41;12;23
13;41;13;23
13;41;14;23
13;41;15;23
14;41;12;23
14;41;13;23
14;41;14;23
12;36;13;11
12;37;13;11
12;38;13;11
12;39;13;11
12;40;13;11
12;41;13;11
