1;31;1;23
1;31;2;23
1;31;3;23
2;31;1;23
2;31;2;23
2;31;3;23
3;31;1;23
3;31;2;23
3;31;3;23
0;30;1;23
0;30;2;23
0;30;3;23
1;30;0;23
1;30;1;23
1;30;2;23
1;30;3;23
1;30;4;23
2;30;0;23
2;30;1;23
2;30;2;23
2;30;3;23
2;30;4;23
3;30;0;23
3;30;1;23
3;30;2;23
3;30;3;23
3;30;4;23
4;30;1;23
4;30;2;23
4;30;3;23
0;29;1;23
0;29;2;23
0;29;3;23
1;29;0;23
1;29;1;23
1;29;2;23
1;29;3;23
1;29;4;23
2;29;0;23
2;29;1;23
2;29;2;23
2;29;3;23
2;29;4;23
3;29;0;23
3;29;1;23
3;29;2;23
3;29;3;23
3;29;4;23
4;29;1;23
4;29;2;23
4;29;3;23
0;28;1;23
0;28;2;23
0;28;3;23
1;28;0;23
1;28;1;23
1;28;2;23
1;28;3;23
1;28;4;23
2;28;0;23
2;28;1;23
2;28;2;23
2;28;3;23
2;28;4;23
3;28;0;23
3;28;1;23
3;28;2;23
3;28;3;23
3;28;4;23
4;28;1;23
4;28;2;23
4;28;3;23
0;27;1;23
0;27;2;23
0;27;3;23
1;27;0;23
1;27;1;23
1;27;2;23
1;27;3;23
1;27;4;23
2;27;0;23
2;27;1;23
2;27;2;23
2;27;3;23
2;27;4;23
3;27;0;23
3;27;1;23
3;27;2;23
3;27;3;23
3;27;4;23
4;27;1;23
4;27;2;23
4;27;3;23
2;25;2;11
2;26;2;11
2;27;2;11
2;28;2;11
2;29;2;11
2;30;2;11
2;36;15;26
