4;29;1;26
4;35;3;23
4;35;4;23
4;35;5;23
5;35;3;23
5;35;4;23
5;35;5;23
6;35;3;23
6;35;4;23
6;35;5;23
3;34;3;23
3;34;4;23
3;34;5;23
4;34;2;23
4;34;3;23
4;34;4;23
4;34;5;23
4;34;6;23
5;34;2;23
5;34;3;23
5;34;4;23
5;34;5;23
5;34;6;23
6;34;2;23
6;34;3;23
6;34;4;23
6;34;5;23
6;34;6;23
7;34;3;23
7;34;4;23
7;34;5;23
5;32;4;11
5;33;4;11
5;34;4;11
4;36;5;23
4;36;6;23
4;36;7;23
5;36;5;23
5;36;6;23
5;36;7;23
6;36;5;23
6;36;6;23
6;36;7;23
3;35;5;23
3;35;6;23
3;35;7;23
4;35;4;23
4;35;5;23
4;35;6;23
4;35;7;23
4;35;8;23
5;35;4;23
5;35;5;23
5;35;6;23
5;35;7;23
5;35;8;23
6;35;4;23
6;35;5;23
6;35;6;23
6;35;7;23
6;35;8;23
7;35;5;23
7;35;6;23
7;35;7;23
3;34;5;23
3;34;6;23
3;34;7;23
4;34;4;23
4;34;5;23
4;34;6;23
4;34;7;23
4;34;8;23
5;34;4;23
5;34;5;23
5;34;6;23
5;34;7;23
5;34;8;23
6;34;4;23
6;34;5;23
6;34;6;23
6;34;7;23
6;34;8;23
7;34;5;23
7;34;6;23
7;34;7;23
5;32;6;11
5;33;6;11
5;34;6;11
5;35;6;11
8;37;5;23
8;37;6;23
8;37;7;23
9;37;5;23
9;37;6;23
9;37;7;23
10;37;5;23
10;37;6;23
10;37;7;23
7;36;5;23
7;36;6;23
7;36;7;23
8;36;4;23
8;36;5;23
8;36;6;23
8;36;7;23
8;36;8;23
9;36;4;23
9;36;5;23
9;36;6;23
9;36;7;23
9;36;8;23
10;36;4;23
10;36;5;23
10;36;6;23
10;36;7;23
10;36;8;23
11;36;5;23
11;36;6;23
11;36;7;23
7;35;5;23
7;35;6;23
7;35;7;23
8;35;4;23
8;35;5;23
8;35;6;23
8;35;7;23
8;35;8;23
9;35;4;23
9;35;5;23
9;35;6;23
9;35;7;23
9;35;8;23
10;35;4;23
10;35;5;23
10;35;6;23
10;35;7;23
10;35;8;23
11;35;5;23
11;35;6;23
11;35;7;23
7;34;5;23
7;34;6;23
7;34;7;23
8;34;4;23
8;34;5;23
8;34;6;23
8;34;7;23
8;34;8;23
9;34;4;23
9;34;5;23
9;34;6;23
9;34;7;23
9;34;8;23
10;34;4;23
10;34;5;23
10;34;6;23
10;34;7;23
10;34;8;23
11;34;5;23
11;34;6;23
11;34;7;23
8;33;6;23
10;33;6;23
9;33;5;23
9;33;7;23
9;32;6;11
9;33;6;11
9;34;6;11
9;35;6;11
9;36;6;11
8;38;7;23
8;38;8;23
8;38;9;23
9;38;7;23
9;38;8;23
9;38;9;23
10;38;7;23
10;38;8;23
10;38;9;23
7;37;7;23
7;37;8;23
7;37;9;23
8;37;6;23
8;37;7;23
8;37;8;23
8;37;9;23
8;37;10;23
9;37;6;23
9;37;7;23
9;37;8;23
9;37;9;23
9;37;10;23
10;37;6;23
10;37;7;23
10;37;8;23
10;37;9;23
10;37;10;23
11;37;7;23
11;37;8;23
11;37;9;23
7;36;7;23
7;36;8;23
7;36;9;23
8;36;6;23
8;36;7;23
8;36;8;23
8;36;9;23
8;36;10;23
9;36;6;23
9;36;7;23
9;36;8;23
9;36;9;23
9;36;10;23
10;36;6;23
10;36;7;23
10;36;8;23
10;36;9;23
10;36;10;23
11;36;7;23
11;36;8;23
11;36;9;23
7;35;7;23
7;35;8;23
7;35;9;23
8;35;6;23
8;35;7;23
8;35;8;23
8;35;9;23
8;35;10;23
9;35;6;23
9;35;7;23
9;35;8;23
9;35;9;23
9;35;10;23
10;35;6;23
10;35;7;23
10;35;8;23
10;35;9;23
10;35;10;23
11;35;7;23
11;35;8;23
11;35;9;23
9;32;8;11
9;33;8;11
9;34;8;11
9;35;8;11
9;36;8;11
9;37;8;11
1;36;8;23
1;36;9;23
1;36;10;23
2;36;8;23
2;36;9;23
2;36;10;23
3;36;8;23
3;36;9;23
3;36;10;23
0;35;8;23
0;35;9;23
0;35;10;23
1;35;7;23
1;35;8;23
1;35;9;23
1;35;10;23
1;35;11;23
2;35;7;23
2;35;8;23
2;35;9;23
2;35;10;23
2;35;11;23
3;35;7;23
3;35;8;23
3;35;9;23
3;35;10;23
3;35;11;23
4;35;8;23
4;35;9;23
4;35;10;23
1;34;8;23
1;34;9;23
1;34;10;23
2;34;8;23
2;34;9;23
2;34;10;23
3;34;8;23
3;34;9;23
3;34;10;23
2;33;9;11
2;34;9;11
2;35;9;11
